algo,model,payoff,drift,volatility,mean,speed,correlation,hurst,nb_stocks,nb_paths,nb_dates,spot,strike,dividend,barrier,maturity,nb_epochs,hidden_size,factors,ridge_coeff,use_payoff_as_input,train_ITM_only,price,duration,time_path_gen,comp_time,delta,gamma,theta,rho,vega,greeks_method,price_upper_bound
RFQI,BlackScholes,MinPut,0.02,0.2,0.01,2,-0.3,0.75,15,10000,3,100,100,0.0,95,1,30,20,"(1.0, 1.0, 1.0)",1.0,True,True,28.38060789053044,1.5177206993103027,0.17398285865783691,1.3437378406524658,,,,,,central,

RFQI,BlackScholes,MinPut,0.02,0.2,0.01,2,-0.3,0.75,15,10000,3,100,100,0.0,95,1,30,20,"(1.0, 1.0, 1.0)",1.0,True,True,28.231491033215256,1.568828821182251,0.1748061180114746,1.3940227031707764,,,,,,central,

RFQI,BlackScholes,MinPut,0.02,0.2,0.01,2,-0.3,0.75,15,10000,3,100,100,0.0,100,1,30,20,"(1.0, 1.0, 1.0)",1.0,True,True,28.342467259939358,1.6491079330444336,0.1858067512512207,1.463301181793213,,,,,,central,

RFQI,BlackScholes,MinPut,0.02,0.2,0.01,2,-0.3,0.75,15,10000,3,100,100,0.0,100,1,30,20,"(1.0, 1.0, 1.0)",1.0,True,True,28.437370926500915,1.5674107074737549,0.17548441886901855,1.3919262886047363,,,,,,central,

RFQI,BlackScholes,MinPut,0.02,0.2,0.01,2,-0.3,0.75,15,10000,3,100,100,0.0,100,1,30,20,"(1.0, 1.0, 1.0)",1.0,True,True,28.34189022431944,1.6053507328033447,0.16975879669189453,1.4355919361114502,,,,,,central,

RFQI,BlackScholes,MinPut,0.02,0.2,0.01,2,-0.3,0.75,15,10000,3,100,100,0.0,105,1,30,20,"(1.0, 1.0, 1.0)",1.0,True,True,28.25295533780954,1.6441502571105957,0.17231512069702148,1.4718351364135742,,,,,,central,

RFQI,BlackScholes,MinPut,0.02,0.2,0.01,2,-0.3,0.75,15,10000,3,100,100,0.0,105,1,30,20,"(1.0, 1.0, 1.0)",1.0,True,True,28.201740291997044,1.7387340068817139,0.19348454475402832,1.5452494621276855,,,,,,central,

